output2.mp4-WIDERFACE_mobilenet-Intel(R) Iris(R) Xe Graphics (iGPU)-OpenVINO-Quantizated
1;2
2;3
3;2
4;2
5;2
6;3
7;2
8;3
9;3
10;3
11;0
12;0
13;1
14;2
15;1
16;1
17;1
18;1
19;1
20;1
21;1
22;1
23;1
24;0
25;1
26;1
27;0
28;1
29;1
30;1
31;0
32;1
33;1
34;2
35;2
36;0
37;0
38;2
39;1
40;1
41;1
42;1
43;0
44;0
45;0
46;1
47;1
48;1
49;1
50;1
51;1
52;0
53;0
54;0
55;1
56;1
57;1
58;1
59;1
60;1
61;1
62;2
63;2
64;1
65;1
66;1
67;2
68;2
69;3
70;1
71;1
72;1
73;2
74;2
75;2
76;2
77;2
78;2
79;2
80;1
81;1
82;0
83;1
84;0
85;1
86;0
87;0
88;1
89;1
90;1
91;2
92;1
93;1
94;2
95;1
96;1
97;2
98;1
99;0
100;0
101;1
102;1
103;1
104;1
105;1
106;2
107;2
108;1
109;2
110;1
111;1
112;2
113;1
114;3
115;1
116;2
117;4
118;2
119;2
120;2
121;2
122;0
123;0
124;0
125;0
126;0
127;1
128;2
129;2
130;3
131;4
132;3
133;5
134;4
135;4
136;5
137;4
138;4
139;5
140;5
141;3
142;3
143;2
144;2
145;2
146;1
147;3
148;4
149;1
150;1
151;3
152;3
153;3
154;4
155;5
156;5
157;4
158;2
159;5
160;2
161;6
162;3
163;2
164;1
165;1
166;1
167;2
168;1
169;3
170;1
171;1
172;2
173;1
174;2
175;2
176;3
177;3
178;3
179;3
180;3
181;4
182;4
183;3
184;5
185;5
186;4
187;6
188;5
189;4
190;1
191;3
192;3
193;3
194;2
195;2
196;3
197;4
198;3
199;3
200;3
201;2
202;3
203;3
204;2
205;2
206;2
207;2
208;3
209;2
210;3
211;2
212;3
213;2
214;5
215;3
216;3
217;4
218;3
219;4
220;6
221;4
222;4
223;5
224;5
225;6
226;4
227;5
228;3
229;6
230;3
231;3
232;4
233;4
234;6
235;4
236;5
237;5
238;6
239;4
240;4
241;3
242;4
243;3
244;4
245;4
246;3
247;2
248;2
249;1
250;2
251;3
252;3
253;2
254;3
255;3
256;2
257;4
258;3
259;6
260;4
261;5
262;4
263;4
264;3
265;4
266;3
267;4
268;3
269;3
270;3
271;3
272;1
273;1
274;2
275;2
276;1
277;2
278;2
279;4
280;4
281;4
282;3
283;4
284;3
285;4
286;3
287;3
288;3
289;4
290;2
291;2
292;2
293;2
294;2
295;2
296;1
297;5
298;2
299;2
300;2
301;3
302;1
303;1
304;2
305;2
306;4
307;2
308;2
309;2
310;2
311;1
312;1
313;1
314;1
315;1
316;1
317;1
318;1
319;1
320;1
321;1
322;1
323;1
324;1
325;1
326;1
327;1
328;1
329;1
330;1
331;2
332;2
333;3
334;2
335;2
336;2
337;3
338;1
339;1
340;1
341;2
342;1
343;1
344;1
345;1
346;1
347;2
348;2
349;3
350;1
351;1
352;1
353;1
354;1
355;1
356;1
357;1
358;1
359;0
360;1
361;0
362;0
363;0
364;1
365;1
366;1
367;1
368;1
369;1
370;1
371;1
372;1
373;1
374;1
375;1
376;4
377;2
378;2
379;2
380;2
381;2
382;3
383;3
384;2
385;3
386;1
387;2
388;1
389;2
390;3
391;2
392;2
393;2
394;3
395;2
396;3
397;2
398;2
399;1
400;2
401;1
402;1
403;1
404;1
405;2
406;1
407;1
408;2
409;3
410;2
411;3
412;3
413;3
414;4
415;4
416;4
417;4
418;4
419;6
420;4
421;5
422;4
423;4
424;3
425;2
426;3
427;2
428;2
429;4
430;4
431;4
432;2
433;5
434;4
435;4
436;5
437;4
438;2
439;4
440;5
441;5
442;5
443;5
444;4
445;4
446;3
447;5
448;4
449;4
450;5
451;4
452;5
453;3
454;2
455;3
456;4
457;4
458;5
459;5
460;3
461;3
462;4
463;4
464;4
465;4
466;4
467;3
468;3
469;4
470;3
471;2
472;2
473;2
474;3
475;3
476;2
477;2
478;2
479;1
480;1
481;1
482;3
483;1
484;2
485;2
486;2
487;2
488;2
489;3
490;2
491;2
492;3
493;3
494;3
495;3
496;2
497;2
498;2
499;2
500;3
501;2
502;3
503;2
504;2
505;2
506;3
507;2
508;2
509;4
510;4
511;2
512;4
513;3
514;3
515;2
516;3
517;3
518;3
519;3
520;3
521;3
522;3
523;2
524;3
525;1
526;2
527;2
528;2
529;3
530;3
531;3
532;3
533;3
534;4
535;3
536;2
537;2
538;1
539;2
540;3
541;4
542;3
543;3
544;2
545;3
546;5
547;4
548;2
549;3
550;3
551;3
552;3
553;5
554;5
555;3
556;3
557;4
558;4
559;4
560;3
561;2
562;3
563;2
564;3
565;4
566;4
567;4
568;5
569;6
570;6
571;4
572;4
573;4
574;4
575;5
576;3
577;4
578;5
579;4
580;3
581;5
582;3
583;5
584;3
585;4
586;6
587;5
588;4
589;4
590;5
591;3
592;3
593;4
594;2
595;2
596;2
597;1
598;2
599;3
600;3
601;5
602;4
603;6
604;6
605;6
606;6
607;3
608;2
609;2
610;2
611;4
612;2
613;1
614;1
615;2
616;2
617;2
618;2
619;3
620;1
621;1
622;1
623;1
624;3
625;2
626;3
627;5
628;5
629;5
630;5
631;5
632;5
633;5
634;6
635;5
636;4
637;4
638;6
639;4
640;5
641;5
642;5
643;5
644;5
645;3
646;3
647;4
648;5
649;6
650;4
651;5
652;9
653;7
654;5
655;5
656;5
657;5
658;5
659;5
660;5
661;4
662;4
663;6
664;6
665;6
666;7
667;6
668;6
669;5
670;4
671;7
672;8
673;5
674;6
675;7
676;6
677;4
678;4
679;8
680;5
681;7
682;5
683;4
684;4
685;4
686;4
687;5
688;3
689;3
690;3
691;4
692;3
693;3
694;2
695;1
696;2
697;2
698;2
699;2
700;2
